,index,supply_value,long,lat,site_ID
0,0,1,-0.4712113874118363,52.128622289310414,E0
1,1,1,-0.47463708754222583,51.89479328910814,E1
2,2,1,-0.09377078763849919,51.46806258875391,E2
3,3,1,-0.09377078763849919,51.46806258875391,E3
4,4,1,-0.4843674875478322,51.891807489105574,E4
5,5,1,-0.2026618871902188,52.332855289486794,E5
6,6,1,-0.2026618871902188,52.332855289486794,E6
7,7,1,0.1368829128524223,52.17306738934595,E7
8,8,1,-0.016856287578757397,51.522514588799716,E8
9,9,1,-0.1514422876278679,51.52283638879794,E9
10,10,1,-0.21184058742138093,51.92422028913364,E10
11,11,1,-0.1939772874832919,51.80267238903072,E11
12,12,1,-0.4010739876466428,51.656277288906,E12
13,13,1,0.08580921260311332,51.771049889006186,E13
14,14,1,-0.4036238876520247,51.64853798889948,E14
15,15,1,0.6877328126804176,51.55385928883786,E15
16,16,1,0.6877328126804176,51.55385928883786,E16
17,17,1,0.4469670132963284,52.75661518984963,E17
18,18,1,1.7563021135775154,52.47670668959817,E18
19,19,1,1.7178975136166617,52.56183218966853,E19
20,20,1,1.2202752134889137,52.617184689717945,E20
21,21,1,-0.0898346876023788,51.52761138880279,E21
22,22,1,0.025597112475757314,51.58958158885537,E22
23,23,1,0.7092480130913337,52.231614589394425,E23
24,24,1,0.11211401250136005,51.580295888849015,E24
25,25,1,0.11211401250136005,51.580295888849015,E25
26,26,1,-0.04612318757311758,51.550418188822164,E26
27,27,1,0.17192111248561015,51.51771568879895,E27
28,28,1,-0.05886868759672665,51.51787078879525,E28
29,29,1,-0.02752948766549631,51.381146688684424,E29
30,30,1,0.003072812460710606,51.577768188845354,E30
31,31,1,-0.042144487586438566,51.52507338880142,E31
32,32,1,0.03521791243991691,51.52236388880042,E32
33,33,1,-0.10004628761200837,51.5174959887943,E33
34,34,1,-0.04612318757311758,51.550418188822164,E34
35,35,1,-0.08825338757150586,51.579783188845724,E35
36,36,1,-0.1317038876128533,51.53613448880919,E36
37,37,1,-0.12074618761708646,51.52186258879757,E37
38,38,1,-0.0898346876023788,51.52761138880279,E38
39,39,1,-0.07434058754705859,51.613121888873486,E39
40,40,1,-0.3227379876622257,51.57544228883925,E40
41,41,1,-0.17206748761858057,51.5521468888218,E41
42,42,1,-0.16533908761555874,51.55303678882265,E42
43,43,1,-0.16541278761556075,51.55308108882268,E43
44,44,1,-0.31112578762578236,51.631462588886066,E44
45,45,1,-0.12475678761399729,51.52973608880402,E45
46,46,1,-0.13987538759821486,51.566648488834225,E46
47,47,1,-0.13987538759821486,51.566648488834225,E47
48,48,1,-0.13987538759821486,51.566648488834225,E48
49,49,1,-0.1422451876236649,51.5242154887992,E49
50,50,1,-0.20024528767415561,51.47423138875723,E50
51,51,1,-0.1422451876236649,51.5242154887992,E51
52,52,1,-0.1818675876613828,51.48448408876594,E52
53,53,1,-0.3243211877211913,51.47362888875482,E53
54,54,1,-0.4612384877445574,51.52520778879573,E54
55,55,1,-0.22105538767426214,51.48746358876779,E55
56,56,1,-0.17434868763928532,51.51781078879349,E56
57,57,1,-0.3227379876622257,51.57544228883925,E57
58,58,1,-0.17025658765462992,51.48870098876959,E58
59,59,1,-0.17434868763928532,51.51781078879349,E59
60,60,1,-0.08852928761524469,51.504678788783984,E60
61,61,1,-0.08852928761524469,51.504678788783984,E61
62,62,1,-0.09377078763849919,51.46806258875391,E62
63,63,1,-0.09377078763849919,51.46806258875391,E63
64,64,1,-0.09377078763849919,51.46806258875391,E64
65,65,1,0.05000861241912816,51.477948988764446,E65
66,66,1,-0.017013887619469297,51.453062488743,E66
67,67,1,0.055688612405207026,51.45087188874255,E67
68,68,1,-0.09093828763733293,51.46829068875413,E68
69,69,1,-0.11118608769086698,51.38929388868938,E69
70,70,1,-0.32600768774839184,51.42748558871681,E70
71,71,1,-0.32600768774839184,51.42748558871681,E71
72,72,1,-0.2824060877392563,51.41482288870714,E72
73,73,1,-0.16768398768434653,51.435900988726345,E73
74,74,1,-0.19102188774681592,51.34344858865058,E74
75,75,1,-0.1729470876543074,51.4909788887714,E75
76,76,1,-0.17522838769256133,51.426562988718565,E76
77,77,1,-0.19102188774681592,51.34344858865058,E77
78,78,1,-1.918136387907771,52.48463458965376,E78
79,79,1,-0.14295298762460437,51.523044588798236,E79
80,80,1,-1.9429312879370695,52.45120538962315,E80
81,81,1,-0.17023638768465335,51.4369931887272,E81
82,82,1,-1.9429312879370695,52.45120538962315,E82
83,83,1,-0.17023638768465335,51.4369931887272,E83
84,84,1,-1.5944139878390722,52.28882898946644,E84
85,85,1,-1.4760658876683184,52.511874889669016,E85
86,86,1,-0.11804228762859213,51.500345588779965,E86
87,87,1,-0.3243211877211913,51.47362888875482,E87
88,88,1,-1.19133528748277,52.60421878974762,E88
89,89,1,-2.7060224885415005,52.0571679892706,E89
90,90,1,-2.1812641881891865,52.19238108938759,E90
91,91,1,-0.0868236876154881,51.50319008878277,E91
92,92,1,-0.09377078763849919,51.46806258875391,E92
93,93,1,-0.09377078763849919,51.46806258875391,E93
94,94,1,-1.135565787445261,52.62555588976592,E94
95,95,1,-1.135565787445261,52.62555588976592,E95
96,96,1,-0.13611258762085054,51.525153788800075,E96
97,97,1,-0.6406481870643337,52.92100109002475,E97
98,98,1,-0.15022378691444796,52.801824689902894,E98
99,99,1,-0.5194789868498179,53.23357109031061,E99
100,100,1,-0.5194789868498179,53.23357109031061,E100
101,101,1,-0.5194789868498179,53.23357109031061,E101
102,102,1,-0.09377078763849919,51.46806258875391,E102
103,103,1,-0.8878584875334496,52.235285589408115,E103
104,104,1,-0.17425528763951903,51.517348288793094,E104
105,105,1,-0.17434868763928532,51.51781078879349,E105
106,106,1,-1.1570211872726264,52.990452790105834,E106
107,107,1,-1.2067010872227588,53.1419208902506,E107
108,108,1,-3.0335904883584215,52.88446709007042,E108
109,109,1,-2.792694588291269,52.70897168989116,E109
110,110,1,-2.792694588291269,52.70897168989116,E110
111,111,1,-0.17434868763928532,51.51781078879349,E111
112,112,1,-0.07434058754705859,51.613121888873486,E112
113,113,1,-0.19559088761648682,51.57103438883709,E113
114,114,1,-2.118698388006105,52.50231538967511,E114
115,115,1,-0.1314262876124972,51.53657408880954,E115
116,116,1,-2.094815187947374,52.59825368976486,E116
117,117,1,-1.99869918790299,52.58293058974787,E117
118,118,1,-0.176240087639722,51.518274688793824,E118
119,119,1,-1.6347732866202225,55.006328992123656,E119
120,120,1,-1.6347732866202225,55.006328992123656,E120
121,121,1,-2.9573903874933545,54.896411492120315,E121
122,122,1,-1.3472708866341383,54.58249679166992,E122
123,123,1,-1.4679129865157168,55.02542189212884,E123
124,124,1,-0.17434868763928532,51.51781078879349,E124
125,125,1,-0.17434868763928532,51.51781078879349,E125
126,126,1,-1.582189486617296,54.93857709204986,E126
127,127,1,-1.2145827865750052,54.5511812916285,E127
128,128,1,-1.4277703865150222,54.97140909207035,E128
129,129,1,-1.4277703865150222,54.97140909207035,E129
130,130,1,-1.102235886768148,53.9877204910619,E130
131,131,1,-1.5934229865976106,55.00260189211628,E131
132,132,1,-1.5934229865976106,55.00260189211628,E132
133,133,1,-0.2002243877060353,51.4192734887122,E133
134,134,1,-1.5175623869867427,53.99371049109297,E134
135,135,1,-0.35827988652092907,53.744220290784845,E135
136,136,1,-0.4463536865476935,53.7725953908165,E136
137,137,1,-1.2172467865758243,54.55261979163015,E137
138,138,1,-1.102235886768148,53.9877204910619,E138
139,139,1,-1.0835549867666705,53.96998169104338,E139
140,140,1,-0.09377078763849919,51.46806258875391,E140
141,141,1,-1.1096037869863156,53.530762490618024,E141
142,142,1,-1.1459606870218502,53.49481579058514,E142
143,143,1,-0.0922641876189029,51.50074378878069,E143
144,144,1,-1.4923034872554735,53.37917099048964,E144
145,145,1,-0.16541278761556075,51.55308108882268,E145
146,146,1,-1.818989187305181,53.655716290775786,E146
147,147,1,-1.818989187305181,53.655716290775786,E147
148,148,1,-1.4257763870266529,53.795944190892406,E148
149,149,1,-1.4257763870266529,53.795944190892406,E149
150,150,1,-0.05886868759672665,51.51787078879525,E150
151,151,1,-0.17434868763928532,51.51781078879349,E151
152,152,1,-0.11796858762781257,51.501640288781026,E152
153,153,1,-0.08618288760634309,51.518496188795346,E153
154,154,1,-0.09377078763849919,51.46806258875391,E154
155,155,1,-0.1277582876280974,51.50735088878556,E155
156,156,1,-1.5646760867776326,54.53175269163501,E156
157,157,1,-0.1277582876280974,51.50735088878556,E157
158,158,1,-0.35726648771569774,51.50514378878043,E158
159,159,1,-2.899895788134503,53.21205329038873,E159
160,160,1,-0.09377078763849919,51.46806258875391,E160
161,161,1,-2.8995802880488593,53.41196799058829,E161
162,162,1,-0.09377078763849919,51.46806258875391,E162
163,163,1,-0.07014758760457937,51.511455188789824,E163
164,164,1,-0.10522108760391158,51.534706088808385,E164
165,165,1,-0.09093828763733293,51.46829068875413,E165
166,166,1,-0.09093828763733293,51.46829068875413,E166
167,167,1,-2.965993788073588,53.45142359063118,E167
168,168,1,-2.4765187879219375,53.11844419027838,E168
169,169,1,-0.1422451876236649,51.5242154887992,E169
170,170,1,-2.979219688005908,53.63330429081549,E170
171,171,1,-2.7853228879743983,53.42123019059199,E171
172,172,1,-2.6108214878800844,53.39404219055647,E172
173,173,1,-3.0955278881896677,53.36905019055465,E173
174,174,1,-0.0898346876023788,51.52761138880279,E174
175,175,1,-2.2926044876289624,53.53649949068238,E175
176,176,1,-2.2277392876246838,53.46075689060409,E176
177,177,1,-0.0661121876248767,51.47414368875935,E177
178,178,1,-0.0661121876248767,51.47414368875935,E178
179,179,1,-2.629406487820543,53.55817849072129,E179
180,180,1,-0.15030928765993984,51.46685768875199,E180
181,181,1,-2.133071187604446,53.384397090524295,E181
182,182,1,-2.0715970875206127,53.493099490628346,E182
183,183,1,-2.228164987638804,53.42956489057329,E183
184,184,1,-2.229486487600373,53.517882390660716,E184
185,185,1,-2.229486487600373,53.517882390660716,E185
186,186,1,-2.229486487600373,53.517882390660716,E186
187,187,1,-2.6397919877583917,53.71914999088372,E187
188,188,1,-3.0137515879508703,53.82058799100794,E188
189,189,1,-2.228171987471891,53.80982799095167,E189
190,190,1,-2.228171987471891,53.80982799095167,E190
191,191,1,-2.7330310875754114,54.30547249148777,E191
192,192,1,-2.7069533877698753,53.79039279095954,E192
193,193,1,-0.10375148762243197,51.50191258878147,E193
194,194,1,-2.979219688005908,53.63330429081549,E194
195,195,1,-0.09377078763849919,51.46806258875391,E195
196,196,1,-0.09377078763849919,51.46806258875391,E196
197,197,1,-3.0953282881892226,53.36981299055542,E197
198,198,1,-0.13492268762146467,51.523335688798596,E198
199,199,1,-3.0955278881896677,53.36905019055465,E199
200,200,1,-2.1004485875404515,53.485541590622304,E200
201,201,1,-2.635750987778626,53.66554259082945,E201
202,202,1,-0.6213999877310048,51.662899988909885,E202
203,203,1,-0.6213999877310048,51.662899988909885,E203
204,204,1,-1.2219790879410968,51.75105288898344,E204
205,205,1,-0.09377078763849919,51.46806258875391,E205
206,206,1,-0.9581843879895181,51.44929238872642,E206
207,207,1,-0.7543321879230456,51.416568888701434,E207
208,208,1,-0.7408512879725225,51.31897528862056,E208
209,209,1,-1.1109302881472023,51.28153308858369,E209
210,210,1,-1.1109302881472023,51.28153308858369,E210
211,211,1,-1.2989022885455366,50.709961088112216,E211
212,212,1,-1.070561788372031,50.849725688230784,E212
213,213,1,-1.0854305881475141,51.261312688567216,E213
214,214,1,-0.09377078763849919,51.46806258875391,E214
215,215,1,0.2588830124667064,51.435252088733925,E215
216,216,1,0.9144713124956598,51.14143278852265,E216
217,217,1,-0.09377078763849919,51.46806258875391,E217
218,218,1,0.47874111244511,51.27823918861443,E218
219,219,1,0.47874111244511,51.27823918861443,E219
220,220,1,0.3069464123099215,51.14833348850763,E220
221,221,1,0.4840182124448459,51.27500788861206,E221
222,222,1,-0.09093828763733293,51.46829068875413,E222
223,223,1,-0.20899908776580112,51.32224138863304,E223
224,224,1,-0.472997987795354,51.4440569887282,E224
225,225,1,-0.27320298778782226,51.32515488863411,E225
226,226,1,-0.1847979877229661,51.380405788680775,E226
227,227,1,-0.6085177879641972,51.24112428855894,E227
228,228,1,-0.5276196878539243,51.37875228867343,E228
229,229,1,-0.1645735878105862,51.218316288550206,E229
230,230,1,-0.17522838769256133,51.426562988718565,E230
231,231,1,0.21058341245648432,51.44593728874154,E231
232,232,1,0.5681561122301306,50.884991188314885,E232
233,233,1,-0.0018080878022244324,51.13534528848837,E233
234,234,1,-0.11795888803218255,50.81924968823773,E234
235,235,1,0.21058341245648432,51.44593728874154,E235
236,236,1,0.21058341245648432,51.44593728874154,E236
237,237,1,0.21058341245648432,51.44593728874154,E237
238,238,1,0.21058341245648432,51.44593728874154,E238
239,239,1,0.21058341245648432,51.44593728874154,E239
240,240,1,0.21058341245648432,51.44593728874154,E240
241,241,1,-0.3243211877211913,51.47362888875482,E241
242,242,1,-0.3636177881199435,50.81665688822686,E242
243,243,1,-0.16768398768434653,51.435900988726345,E243
244,244,1,-1.3359503878341017,52.054030889251045,E244
245,245,1,-1.2188773879325756,51.76439098899505,E245
246,246,1,0.47874111244511,51.27823918861443,E246
247,247,1,-0.34276348782728316,51.301949588613844,E247
248,248,1,-0.16541278761556075,51.55308108882268,E248
249,249,1,-0.05886868759672665,51.51787078879525,E249
250,250,1,-0.17206748761858057,51.5521468888218,E250
251,251,1,-0.1422451876236649,51.5242154887992,E251
252,252,1,-0.09377078763849919,51.46806258875391,E252
253,253,1,-0.09377078763849919,51.46806258875391,E253
254,254,1,-5.092239590808032,50.26623008765522,E254
255,255,1,-4.050628089777146,51.09240558839486,E255
256,256,1,-3.5065539896305915,50.71629718806845,E256
257,257,1,-3.553908189769567,50.48232108786829,E257
258,258,1,-4.116407990124737,50.41669938780161,E258
259,259,1,-2.445998589069863,50.71260578808465,E259
260,260,1,-0.09377078763849919,51.46806258875391,E260
261,261,1,-0.09377078763849919,51.46806258875391,E261
262,262,1,-0.185719187656126,51.49602918877536,E262
263,263,1,-0.13987538759821486,51.566648488834225,E263
264,264,1,-2.072142188279877,51.8920871891119,E264
265,265,1,-3.1196493892723556,51.01196188832928,E265
266,266,1,-2.63431058904642,50.94475238827703,E266
267,267,1,0.29971751259937157,51.63487388889644,E267
268,268,1,0.51860591265912,51.61037968888005,E268
269,269,1,-0.1277582876280974,51.50735088878556,E269
270,270,1,0.46146401261759457,51.572948888848785,E270
271,271,1,-0.3218437874029038,52.03471728922833,E271
272,272,1,-0.5191429875657507,51.885037489099716,E272
273,273,1,-0.05003848758130195,51.53881568881256,E273
274,274,1,-0.5290832875365289,51.945233089151536,E274
275,275,1,-0.6149965875925819,51.90796878911943,E275
276,276,1,-0.13998428757064843,51.614446788873785,E276
277,277,1,0.3429604130208746,52.33515658948402,E277
278,278,1,0.15646371313475435,52.665206589774364,E278
279,279,1,-0.2256219870804378,52.55118308967994,E279
280,280,1,0.15470051286655148,52.18622288935717,E280
281,281,1,-0.108915087610994,51.524852388800234,E281
282,282,1,0.1099480128655283,52.21414308938133,E282
283,283,1,-0.24176658706934404,52.58402238970947,E283
284,284,1,-0.2563540870699816,52.59404208971871,E284
285,285,1,-0.23934288707854837,52.56512498969257,E285
286,286,1,-0.1278429876715467,51.432753988724485,E286
287,287,1,-0.1871539871833226,52.334063689487664,E287
288,288,1,-0.20622708766364162,51.496247888775244,E288
289,289,1,-0.0423111876349638,51.44217458873367,E289
290,290,1,0.12243921284727668,52.17355048934642,E290
291,291,1,-0.09643648760544654,51.52650368880175,E291
292,292,1,-0.08152108758474948,51.55269588882352,E292
293,293,1,-0.17644448763652462,51.52393098879849,E293
294,294,1,-0.08800968761645254,51.50228028878203,E294
295,295,1,-0.2598006872607321,52.24654638941182,E295
296,296,1,-0.09365558758020995,51.56820678883613,E296
297,297,1,-0.020585987277495887,52.04870168923992,E297
298,298,1,0.6068438126727667,51.5846281888609,E298
299,299,1,0.5901832126279571,51.51951548880838,E299
300,300,1,-0.1588200875714216,51.6253289888826,E300
301,301,1,-0.011944987437708835,51.76250598899826,E301
302,302,1,-0.17277898747611287,51.80103298902944,E302
303,303,1,-0.029633687417560686,51.80896458903701,E303
304,304,1,-0.07973678744346664,51.7964867890262,E304
305,305,1,0.0916758124385035,51.485738288771515,E305
306,306,1,0.1924064127009079,51.87312688909218,E306
307,307,1,-0.05526728748181884,51.71382798895727,E307
308,308,1,-0.18780868743444357,51.88461318910003,E308
309,309,1,-0.03502138748252769,51.69960418894565,E309
310,310,1,-0.1277582876280974,51.50735088878556,E310
311,311,1,-0.41297888762945884,51.69496098893846,E311
312,312,1,-0.4813455876893415,51.63675518888892,E312
313,313,1,-0.35448698756590824,51.76679208899951,E313
314,314,1,-0.42255238765793435,51.65123068890158,E314
315,315,1,-0.3740043876421643,51.6455025888972,E315
316,316,1,-0.37389248764209376,51.64554928889726,E316
317,317,1,-0.4010739876466428,51.656277288906,E317
318,318,1,-0.35359758753881004,51.81428038903973,E318
319,319,1,1.1486551131369862,52.06402298925689,E319
320,320,1,1.0262386130455796,51.97734028918496,E320
321,321,1,-0.011367987543721378,51.579162688846296,E321
322,322,1,-0.12528128764258847,51.48085368876385,E322
323,323,1,-0.09139268760253673,51.52832308880333,E323
324,324,1,1.170022113239544,52.22331048938797,E324
325,325,1,0.04642681241849934,51.47905008876528,E325
326,326,1,1.4918921133384428,52.2182425893854,E326
327,327,1,1.2227858131416043,52.03287628923217,E327
328,328,1,0.9519693130608463,52.042707689237886,E328
329,329,1,-0.06712488758512976,51.54296418881573,E329
330,330,1,-0.4138936875111062,51.906646089118375,E330
331,331,1,-0.07175948761180743,51.500060788780445,E331
332,332,1,0.5862990127449512,51.71601228896676,E332
333,333,1,0.6802402127836541,51.72873788897845,E333
334,334,1,0.47295811272161586,51.740848988985434,E334
335,335,1,-0.17115018769204476,51.42486598871726,E335
336,336,1,0.4560430127072972,51.726420788973435,E336
337,337,1,-0.1259818875844887,51.58146218884665,E337
338,338,1,-0.08591258752307297,51.66202158891389,E338
339,339,1,0.6373753128107372,51.7976118890339,E339
340,340,1,-0.31519798769685675,51.50994508878498,E340
341,341,1,-0.7668257876066364,51.999755289199435,E341
342,342,1,-0.7957942876155221,52.006386789205344,E342
343,343,1,-0.7254809875419903,52.08641278927509,E343
344,344,1,-0.6496306875497568,52.01262328921017,E344
345,345,1,0.08772621246565177,51.53425828881099,E345
346,346,1,0.748243013214346,52.42020028955407,E346
347,347,1,0.981378013457372,52.702038089793234,E347
348,348,1,-0.03209138755052988,51.580433188847046,E348
349,349,1,1.3195205135310761,52.63327498973068,E349
350,350,1,1.743793613568417,52.4681151895911,E350
351,351,1,-1.3357925881904846,51.382240588665695,E351
352,352,1,0.8676180134959057,52.83934098991412,E352
353,353,1,1.2358521134858151,52.60307878970581,E353
354,354,1,0.27256911320225624,52.706209189808455,E354
355,355,1,0.0025615125230936454,51.68542218893423,E355
356,356,1,1.6658394134644698,52.33657578948299,E356
357,357,1,0.49822651338354085,52.87925518995692,E357
358,358,1,1.213245813673223,52.94010788999514,E358
359,359,1,-0.02190828759591625,51.49628708877819,E359
360,360,1,1.3428345135017512,52.57045518967746,E360
361,361,1,-0.020684187551455506,51.57170008884004,E361
362,362,1,1.4173594136117043,52.71611378979994,E362
363,363,1,-0.27172328770669946,51.46422698874789,E363
364,364,1,-0.10777878759513287,51.551455488822135,E364
365,365,1,1.1503214129698558,51.78859798903423,E365
366,366,1,0.9016331129626953,51.906388489125796,E366
367,367,1,1.2608022130932446,51.93399458915259,E367
368,368,1,-0.11064228754131572,51.64634108890058,E368
369,369,1,0.691989812673687,51.54053348882732,E369
370,370,1,0.7299920126856653,51.540181388827854,E370
371,371,1,-0.19156018764980862,51.51070418878735,E371
372,372,1,-0.0993849876239253,51.49659558877717,E372
373,373,1,0.32797751252745105,51.49754378878548,E373
374,374,1,0.368322712531888,51.48213338877385,E374
375,375,1,0.20047501272057397,51.90205098911642,E375
376,376,1,0.12294171257807532,51.70484278895164,E376
377,377,1,0.0910251125953565,51.75439528899241,E377
378,378,1,0.012285112375224854,51.426175988721674,E378
379,379,1,0.04633911250157737,51.62099248888151,E379
380,380,1,0.894088913148809,52.22289088938709,E380
381,381,1,0.005555612451082646,51.55972218883058,E381
382,382,1,0.7524632129891744,52.03297958922859,E382
383,383,1,-0.05034628757384847,51.55181258882326,E383
384,384,1,0.0034516124506787545,51.56033448883104,E384
385,385,1,-0.20105188767323046,51.47634688875894,E385
386,386,1,-0.21967388767030854,51.49341058877272,E386
387,387,1,-0.26986348728434256,52.21107858938096,E387
388,388,1,-0.23698378752803256,51.75302498898861,E388
389,389,1,-0.2773101874318905,51.95111988915653,E389
390,390,1,-0.28163608760182973,51.653576188904836,E390
391,391,1,-0.4993067876353525,51.745636988980756,E391
392,392,1,-0.1249922876208539,51.5180696887944,E392
393,393,1,-0.7753844875874745,52.041992489236414,E393
394,394,1,-0.1943824876562668,51.501358488779616,E394
395,395,1,1.2176808134993498,52.63652828973439,E395
396,396,1,0.09865281247212433,51.53866568881477,E396
397,397,1,0.13101851249094934,51.55116718882548,E397
398,398,1,-0.020206287625260676,51.44514868873649,E398
399,399,1,-0.30595008767031256,51.55007508881834,E399
400,400,1,-0.2690755876674023,51.53071218880278,E400
401,401,1,-0.04906828757850568,51.54301258881601,E401
402,402,1,-0.09594828761642914,51.507311388786015,E402
403,403,1,-0.22661338766883352,51.500461988778405,E403
404,404,1,-0.2908687876344769,51.60260978886222,E404
405,405,1,-0.2539599877280094,51.415847988708464,E405
406,406,1,0.2205139125304614,51.564879388838115,E406
407,407,1,-0.4252154877397506,51.508968588782714,E407
408,408,1,-0.37171788774219233,51.46857928874997,E408
409,409,1,-0.3463759877290384,51.47460408875532,E409
410,410,1,-0.005326587559285541,51.54871238882136,E410
411,411,1,-0.19776188761154237,51.58103188884538,E411
412,412,1,-0.08050368755853134,51.597240988860264,E412
